Respondent_ID,Age_Group,Height_Group,City_Type,Occupation,Monthly_Personal_Income,Body_Shape,Shopping_Frequency,Shopping_Channels,Clothing_Types_Bought,Fit_Issue_Frequency,Biggest_Fit_Issues,Fit_Frustration_Score,Skipped_Purchase_Due_To_Fit,Alteration_Frequency,Monthly_Alteration_Spend,Online_Return_Frequency,Return_Reasons,Preferred_Bottomwear,Preferred_Topwear,Preferred_Dress_Types,Preferred_Colors,Budget_Per_Item,Pay_20_Percent_More_For_Perfect_Fit,Switch_Brand_For_Better_Fit,Purchase_Likelihood
PF101556,28–35,4’10” – 5’0”,Tier 3 / Smaller town,Working Professional,"₹20,000 – ₹50,000",Hourglass,Monthly,"Amazon / Flipkart, Local stores","Jeans / Trousers, Activewear",Sometimes,"Dresses too long, Waist not fitting properly, Sleeves too long",2,Rarely,Often,₹300–₹700,Never,Other,"Formal trousers, Straight jeans, Wide-leg pants","Fitted tops, Crop tops, Formal shirts",Midi dresses,Pastel,"₹1,000 – ₹2,000",Unlikely,No,Likely
PF101557,28–35,5’0” – 5’2”,Tier 2,Working Professional,"₹50,000 – ₹1,00,000",Rectangle (straight),Once every 2–3 months,Ajio,"Activewear, Jeans / Trousers, Tops / Shirts",Often,"Pants too long, Sleeves too long",5,"Yes, frequently",Always,₹300–₹700,Never,Other,"Formal trousers, Wide-leg pants","Formal shirts, Casual tops","Bodycon, Maxi dresses","Dark tones, Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101558,23–27,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Apple (midsection wider),Weekly,Myntra,"Jeans / Trousers, Dresses, Activewear",Always,"Waist not fitting properly, Poor overall proportion",5,"Yes, sometimes",Always,₹700+,Often,"Poor fit, Other","Straight jeans, Slim fit jeans, Formal trousers",Formal shirts,Midi dresses,Dark tones,"₹3,000 – ₹5,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101559,Under 18,Above 5’3”,Tier 1 (Metro),Other,"₹20,000 – ₹50,000",Hourglass,Monthly,Local stores,Jeans / Trousers,Rarely,"Waist not fitting properly, Dresses too long",1,"Yes, sometimes",Never,₹0,Sometimes,"Other, Fabric quality","Wide-leg pants, Cropped pants","Casual tops, Fitted tops, Oversized tops","Maxi dresses, Mini dresses","Pastel, Bright colors, Prints","₹2,000 – ₹3,000",Will not buy,No,Definitely not
PF101560,23–27,4’10” – 5’0”,Tier 3 / Smaller town,Homemaker,"Below ₹20,000",Apple (midsection wider),Once every 2–3 months,"Ajio, Myntra","Ethnic wear (Kurtas, sets), Tops / Shirts",Never,No issue,1,Never,Sometimes,₹100–₹300,Sometimes,"Fabric quality, Style mismatch","Slim fit jeans, Straight jeans, Formal trousers","Casual tops, Fitted tops, Oversized tops","A-line, Mini dresses","Pastel, Bright colors","₹1,000 – ₹2,000",Will not buy,Maybe,Maybe
PF101561,28–35,5’0” – 5’2”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Pear (hips wider),Rarely,"Zara / H&M, Amazon / Flipkart",Tops / Shirts,Always,"Pants too long, Dresses too long",4,"Yes, frequently",Always,₹700+,Very often,"Poor fit, Size inconsistency",Formal trousers,"Crop tops, Formal shirts, Fitted tops",A-line,"Neutral (Black, White, Beige), Dark tones, Bright colors","₹2,000 – ₹3,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101562,18–22,Above 5’3”,Tier 2,Student,"Below ₹20,000",Rectangle (straight),Once every 2–3 months,Amazon / Flipkart,Tops / Shirts,Never,No issue,2,Never,Never,₹0,Sometimes,"Poor fit, Fabric quality","Straight jeans, Slim fit jeans",Fitted tops,"A-line, Midi dresses",Bright colors,"₹1,000 – ₹2,000",Will not buy,No,Definitely not
PF101563,Under 18,4’10” – 5’0”,Tier 2,Student,No income,Rectangle (straight),Weekly,"Ajio, Myntra","Jeans / Trousers, Activewear, Dresses",Always,Pants too long,4,"Yes, sometimes",Always,₹300–₹700,Never,Other,"Slim fit jeans, Straight jeans, Formal trousers",Casual tops,"Mini dresses, A-line",Pastel,"₹1,000 – ₹2,000",Depends,Maybe,Definitely will buy
PF101564,23–27,Above 5’3”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Pear (hips wider),Monthly,"Zara / H&M, Local stores, Instagram brands","Tops / Shirts, Dresses, Jeans / Trousers",Always,Dresses too long,5,"Yes, frequently",Often,₹300–₹700,Rarely,Poor fit,"Straight jeans, Formal trousers","Casual tops, Formal shirts","Midi dresses, A-line","Neutral (Black, White, Beige), Bright colors, Pastel","₹2,000 – ₹3,000",Likely buy,"Yes, definitely",Maybe
PF101565,28–35,5’0” – 5’2”,Tier 1 (Metro),Self-employed,"Above ₹1,00,000",Hourglass,Weekly,"Myntra, Amazon / Flipkart, Zara / H&M","Tops / Shirts, Dresses",Often,Pants too long,5,"Yes, sometimes",Never,₹100–₹300,Often,"Style mismatch, Size inconsistency",Formal trousers,"Casual tops, Crop tops","Midi dresses, Maxi dresses","Pastel, Neutral (Black, White, Beige), Bright colors","Above ₹5,000",Likely buy,"Yes, definitely",Definitely will buy
PF101566,36–45,5’0” – 5’2”,Tier 1 (Metro),Homemaker,"Below ₹20,000",Pear (hips wider),Once every 2–3 months,Local stores,"Ethnic wear (Kurtas, sets), Tops / Shirts, Jeans / Trousers",Often,"Sleeves too long, Waist not fitting properly",4,"Yes, frequently",Often,₹300–₹700,Rarely,"Poor fit, Size inconsistency","Formal trousers, Straight jeans","Oversized tops, Casual tops",Midi dresses,"Dark tones, Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Likely buy,"Yes, definitely",Definitely will buy
PF101567,23–27,5’0” – 5’2”,Tier 1 (Metro),Other,"₹20,000 – ₹50,000",Not sure,Once every 2–3 months,Amazon / Flipkart,"Ethnic wear (Kurtas, sets), Jeans / Trousers, Activewear",Sometimes,Pants too long,5,"Yes, sometimes",Often,₹100–₹300,Never,Other,"Wide-leg pants, Straight jeans, Slim fit jeans","Crop tops, Casual tops, Fitted tops","Midi dresses, Maxi dresses","Neutral (Black, White, Beige), Bright colors","₹2,000 – ₹3,000",Depends,"Yes, definitely",Definitely will buy
PF101568,18–22,Above 5’3”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Not sure,Monthly,"Ajio, Amazon / Flipkart","Ethnic wear (Kurtas, sets), Tops / Shirts",Sometimes,"Poor overall proportion, Sleeves too long",3,"Yes, sometimes",Sometimes,₹300–₹700,Rarely,"Fabric quality, Size inconsistency","Formal trousers, Straight jeans",Formal shirts,Bodycon,"Neutral (Black, White, Beige), Pastel, Dark tones","₹3,000 – ₹5,000",Unlikely,Maybe,Definitely not
PF101569,18–22,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Hourglass,Rarely,Zara / H&M,"Tops / Shirts, Jeans / Trousers",Often,Waist not fitting properly,5,"Yes, frequently",Often,₹100–₹300,Rarely,"Poor fit, Fabric quality","Formal trousers, Wide-leg pants, Slim fit jeans",Formal shirts,Bodycon,"Neutral (Black, White, Beige), Pastel","₹3,000 – ₹5,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101570,23–27,5’0” – 5’2”,Tier 3 / Smaller town,Working Professional,"₹50,000 – ₹1,00,000",Apple (midsection wider),Weekly,"Myntra, Zara / H&M",Jeans / Trousers,Sometimes,"Poor overall proportion, Waist not fitting properly, Pants too long",4,"Yes, sometimes",Always,₹300–₹700,Never,Other,"Wide-leg pants, Slim fit jeans",Fitted tops,Bodycon,Pastel,"₹2,000 – ₹3,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101571,23–27,5’2” – 5’3”,Tier 3 / Smaller town,Working Professional,"₹20,000 – ₹50,000",Pear (hips wider),Monthly,Myntra,"Dresses, Jeans / Trousers",Often,"Dresses too long, Waist not fitting properly, Sleeves too long",5,Rarely,Never,₹0,Rarely,"Size inconsistency, Poor fit","Cropped pants, Straight jeans, Formal trousers",Formal shirts,"Midi dresses, Bodycon",Dark tones,"₹2,000 – ₹3,000",Unlikely,"Yes, definitely",Definitely will buy
PF101572,36–45,Below 4’10”,Tier 1 (Metro),Student,"₹20,000 – ₹50,000",Pear (hips wider),Weekly,"Zara / H&M, Myntra","Dresses, Jeans / Trousers",Often,"Waist not fitting properly, Dresses too long, Sleeves too long",5,Rarely,Always,₹100–₹300,Never,Other,"Straight jeans, Slim fit jeans",Formal shirts,"Midi dresses, A-line","Dark tones, Pastel","₹2,000 – ₹3,000",Likely buy,Maybe,Definitely will buy
PF101573,23–27,5’0” – 5’2”,Tier 2,Self-employed,"₹20,000 – ₹50,000",Not sure,Weekly,"Myntra, Instagram brands","Dresses, Ethnic wear (Kurtas, sets)",Always,"Waist not fitting properly, Pants too long, Sleeves too long",5,"Yes, sometimes",Often,₹0,Sometimes,"Poor fit, Fabric quality",Straight jeans,Formal shirts,Bodycon,Prints,"₹3,000 – ₹5,000",Depends,Maybe,Definitely will buy
PF101574,23–27,5’2” – 5’3”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Rectangle (straight),Monthly,Zara / H&M,Jeans / Trousers,Rarely,"Waist not fitting properly, Sleeves too long",3,"Yes, sometimes",Sometimes,₹300–₹700,Never,Other,Straight jeans,"Casual tops, Oversized tops, Formal shirts","Mini dresses, Midi dresses",Dark tones,"₹3,000 – ₹5,000",Depends,"Yes, definitely",Likely
PF101575,28–35,5’0” – 5’2”,Tier 2,Working Professional,"₹50,000 – ₹1,00,000",Not sure,Monthly,Amazon / Flipkart,"Jeans / Trousers, Ethnic wear (Kurtas, sets), Tops / Shirts",Sometimes,"Pants too long, Sleeves too long, Waist not fitting properly",3,"Yes, sometimes",Sometimes,₹100–₹300,Sometimes,"Poor fit, Size inconsistency","Formal trousers, Straight jeans",Fitted tops,"Bodycon, Mini dresses","Dark tones, Neutral (Black, White, Beige), Bright colors","₹3,000 – ₹5,000",Depends,Maybe,Definitely will buy
PF101576,45+,4’10” – 5’0”,Tier 2,Other,"₹20,000 – ₹50,000",Rectangle (straight),Monthly,"Ajio, Instagram brands, Zara / H&M","Jeans / Trousers, Ethnic wear (Kurtas, sets), Dresses",Sometimes,Sleeves too long,2,Rarely,Never,₹0,Rarely,Poor fit,Straight jeans,"Casual tops, Formal shirts","Maxi dresses, Bodycon",Dark tones,"₹2,000 – ₹3,000",Will not buy,No,Likely
PF101577,23–27,4’10” – 5’0”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Hourglass,Weekly,"Local stores, Zara / H&M, Amazon / Flipkart",Jeans / Trousers,Always,"Poor overall proportion, Pants too long, Waist not fitting properly",5,"Yes, sometimes",Sometimes,₹100–₹300,Often,"Poor fit, Size inconsistency","Wide-leg pants, Straight jeans, Slim fit jeans","Formal shirts, Fitted tops",A-line,"Dark tones, Pastel, Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Depends,"Yes, definitely",Definitely will buy
PF101578,23–27,5’0” – 5’2”,Tier 2,Student,"Below ₹20,000",Pear (hips wider),Monthly,Myntra,"Jeans / Trousers, Tops / Shirts, Dresses",Sometimes,"Poor overall proportion, Pants too long, Waist not fitting properly",3,"Yes, sometimes",Sometimes,₹0,Rarely,"Fabric quality, Style mismatch","Formal trousers, Slim fit jeans, Straight jeans","Casual tops, Formal shirts, Fitted tops","Midi dresses, Maxi dresses",Dark tones,"₹1,000 – ₹2,000",Unlikely,Maybe,Likely
PF101579,36–45,Above 5’3”,Tier 2,Working Professional,"₹50,000 – ₹1,00,000",Not sure,Monthly,"Zara / H&M, Amazon / Flipkart","Tops / Shirts, Jeans / Trousers",Rarely,"Waist not fitting properly, Sleeves too long, Poor overall proportion",3,"Yes, sometimes",Never,₹0,Never,Other,"Formal trousers, Wide-leg pants","Formal shirts, Casual tops, Oversized tops","Maxi dresses, A-line","Neutral (Black, White, Beige), Pastel, Dark tones","₹3,000 – ₹5,000",Unlikely,Maybe,Unlikely
PF101580,23–27,4’10” – 5’0”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Apple (midsection wider),Monthly,"Local stores, Amazon / Flipkart","Ethnic wear (Kurtas, sets)",Sometimes,"Waist not fitting properly, Sleeves too long",5,"Yes, frequently",Often,₹300–₹700,Rarely,Size inconsistency,"Formal trousers, Wide-leg pants, Straight jeans","Formal shirts, Fitted tops, Casual tops",Midi dresses,"Neutral (Black, White, Beige), Bright colors, Dark tones","₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Definitely will buy
PF101581,23–27,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Pear (hips wider),Monthly,"Amazon / Flipkart, Zara / H&M","Ethnic wear (Kurtas, sets), Jeans / Trousers",Rarely,"Poor overall proportion, Waist not fitting properly, Dresses too long",1,Rarely,Sometimes,₹0,Rarely,Poor fit,"Slim fit jeans, Formal trousers",Casual tops,Mini dresses,"Pastel, Neutral (Black, White, Beige), Bright colors","₹3,000 – ₹5,000",Depends,Maybe,Unlikely
PF101582,18–22,5’0” – 5’2”,Tier 1 (Metro),Self-employed,"₹20,000 – ₹50,000",Apple (midsection wider),Monthly,"Myntra, Ajio, Instagram brands","Ethnic wear (Kurtas, sets), Jeans / Trousers",Often,Poor overall proportion,3,Never,Often,₹300–₹700,Rarely,Poor fit,"Slim fit jeans, Formal trousers, Straight jeans",Casual tops,"A-line, Bodycon",Pastel,"₹2,000 – ₹3,000",Unlikely,No,Definitely will buy
PF101583,23–27,5’2” – 5’3”,Tier 2,Working Professional,"Above ₹1,00,000",Pear (hips wider),Rarely,"Myntra, Amazon / Flipkart, Ajio",Jeans / Trousers,Never,No issue,1,Never,Sometimes,₹100–₹300,Rarely,Style mismatch,Formal trousers,Casual tops,A-line,"Dark tones, Pastel","₹3,000 – ₹5,000",Unlikely,Maybe,Definitely not
PF101584,23–27,5’0” – 5’2”,Tier 1 (Metro),Student,No income,Rectangle (straight),Once every 2–3 months,"Instagram brands, Zara / H&M, Myntra",Jeans / Trousers,Often,"Sleeves too long, Poor overall proportion",3,"Yes, frequently",Sometimes,₹100–₹300,Never,Other,Wide-leg pants,"Oversized tops, Casual tops","A-line, Midi dresses","Bright colors, Neutral (Black, White, Beige), Pastel","Below ₹1,000",Depends,Maybe,Maybe
PF101585,18–22,5’0” – 5’2”,Tier 1 (Metro),Student,No income,Apple (midsection wider),Monthly,"Instagram brands, Amazon / Flipkart",Tops / Shirts,Sometimes,"Pants too long, Sleeves too long",2,"Yes, sometimes",Sometimes,₹100–₹300,Often,"Poor fit, Style mismatch",Slim fit jeans,"Casual tops, Oversized tops, Fitted tops",Bodycon,"Prints, Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Unlikely,Maybe,Maybe
PF101586,28–35,4’10” – 5’0”,Tier 3 / Smaller town,Working Professional,"Below ₹20,000",Rectangle (straight),Monthly,Ajio,"Ethnic wear (Kurtas, sets), Dresses, Tops / Shirts",Never,No issue,2,Never,Never,₹0,Never,Other,"Straight jeans, Formal trousers","Crop tops, Formal shirts, Fitted tops","Midi dresses, Mini dresses",Dark tones,"₹1,000 – ₹2,000",Will not buy,Maybe,Maybe
PF101587,36–45,Above 5’3”,Tier 1 (Metro),Homemaker,No income,Hourglass,Monthly,"Local stores, Amazon / Flipkart",Dresses,Rarely,Dresses too long,1,Rarely,Sometimes,₹100–₹300,Never,Other,Straight jeans,Oversized tops,"A-line, Bodycon",Prints,"₹1,000 – ₹2,000",Will not buy,No,Definitely not
PF101588,36–45,5’2” – 5’3”,Tier 1 (Metro),Working Professional,"Above ₹1,00,000",Not sure,Monthly,"Myntra, Instagram brands","Jeans / Trousers, Dresses",Always,"Pants too long, Poor overall proportion",5,"Yes, frequently",Often,₹100–₹300,Rarely,Poor fit,Formal trousers,"Casual tops, Fitted tops, Crop tops","Midi dresses, Mini dresses","Neutral (Black, White, Beige), Bright colors","₹3,000 – ₹5,000",Definitely buy,"Yes, definitely",Definitely will buy
PF101589,23–27,5’2” – 5’3”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Rectangle (straight),Monthly,Zara / H&M,"Dresses, Jeans / Trousers",Sometimes,Pants too long,4,"Yes, frequently",Always,₹300–₹700,Sometimes,"Poor fit, Size inconsistency","Formal trousers, Straight jeans","Fitted tops, Oversized tops",Bodycon,"Pastel, Neutral (Black, White, Beige), Dark tones","₹3,000 – ₹5,000",Depends,"Yes, definitely",Definitely will buy
PF101590,23–27,5’0” – 5’2”,Tier 3 / Smaller town,Working Professional,"Above ₹1,00,000",Pear (hips wider),Monthly,"Local stores, Zara / H&M","Jeans / Trousers, Ethnic wear (Kurtas, sets)",Often,"Waist not fitting properly, Pants too long, Sleeves too long",4,"Yes, frequently",Never,₹0,Often,"Size inconsistency, Style mismatch","Formal trousers, Wide-leg pants, Straight jeans","Fitted tops, Formal shirts, Casual tops",Midi dresses,"Pastel, Dark tones","₹2,000 – ₹3,000",Depends,Maybe,Definitely will buy
PF101591,23–27,Above 5’3”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Hourglass,Monthly,"Myntra, Amazon / Flipkart",Jeans / Trousers,Rarely,"Sleeves too long, Waist not fitting properly, Dresses too long",1,Never,Sometimes,₹100–₹300,Sometimes,"Fabric quality, Poor fit","Wide-leg pants, Formal trousers","Fitted tops, Formal shirts",A-line,Pastel,"₹3,000 – ₹5,000",Will not buy,No,Definitely not
PF101592,28–35,Below 4’10”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Hourglass,Rarely,"Zara / H&M, Ajio, Local stores",Dresses,Sometimes,Sleeves too long,4,Never,Sometimes,₹0,Often,Poor fit,"Straight jeans, Slim fit jeans, Formal trousers",Formal shirts,Midi dresses,"Bright colors, Neutral (Black, White, Beige), Pastel","₹2,000 – ₹3,000",Depends,Maybe,Definitely will buy
PF101593,23–27,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Rectangle (straight),Weekly,"Zara / H&M, Myntra, Amazon / Flipkart",Dresses,Often,"Sleeves too long, Dresses too long, Poor overall proportion",4,"Yes, frequently",Always,₹100–₹300,Rarely,"Poor fit, Fabric quality","Formal trousers, Straight jeans, Wide-leg pants","Formal shirts, Crop tops","Midi dresses, Mini dresses","Dark tones, Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Depends,"Yes, definitely",Definitely will buy
PF101594,23–27,4’10” – 5’0”,Tier 2,Working Professional,"₹50,000 – ₹1,00,000",Pear (hips wider),Monthly,"Myntra, Amazon / Flipkart, Instagram brands","Jeans / Trousers, Ethnic wear (Kurtas, sets), Activewear",Always,"Poor overall proportion, Pants too long",3,Rarely,Often,₹100–₹300,Rarely,"Poor fit, Size inconsistency","Formal trousers, Straight jeans",Formal shirts,"Bodycon, A-line","Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Depends,Maybe,Likely
PF101595,18–22,5’0” – 5’2”,Tier 1 (Metro),Student,No income,Pear (hips wider),Rarely,Amazon / Flipkart,"Tops / Shirts, Jeans / Trousers",Always,"Pants too long, Sleeves too long, Dresses too long",5,"Yes, sometimes",Often,₹700+,Sometimes,Size inconsistency,"Straight jeans, Cropped pants","Oversized tops, Crop tops",Bodycon,Pastel,"Below ₹1,000",Depends,Maybe,Definitely will buy
PF101596,18–22,4’10” – 5’0”,Tier 1 (Metro),Self-employed,"₹20,000 – ₹50,000",Pear (hips wider),Once every 2–3 months,"Amazon / Flipkart, Zara / H&M","Jeans / Trousers, Dresses, Ethnic wear (Kurtas, sets)",Always,Waist not fitting properly,5,Rarely,Sometimes,₹0,Sometimes,"Poor fit, Size inconsistency","Straight jeans, Cropped pants","Casual tops, Formal shirts, Crop tops","Bodycon, Maxi dresses","Dark tones, Pastel","₹2,000 – ₹3,000",Depends,Maybe,Definitely will buy
PF101597,18–22,4’10” – 5’0”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Apple (midsection wider),Monthly,"Ajio, Zara / H&M, Instagram brands","Jeans / Trousers, Tops / Shirts, Ethnic wear (Kurtas, sets)",Always,"Pants too long, Waist not fitting properly, Poor overall proportion",5,"Yes, sometimes",Sometimes,₹100–₹300,Very often,"Style mismatch, Fabric quality","Slim fit jeans, Wide-leg pants, Formal trousers","Oversized tops, Formal shirts, Fitted tops","Bodycon, Midi dresses",Pastel,"₹3,000 – ₹5,000",Depends,"Yes, definitely",Definitely will buy
